movie_id;title;genres;avg_rating;num_votes;budget;revenue;release_date;original_language;popularity;keywords
tt0047296;On the Waterfront;Crime,Drama,Thriller;8.1;168157;910000.0;960000.0;1954-06-22;en;22.292;new jersey,murder,mafia,black and white,union,dock,longshoreman,pigeon
tt0047396;Rear Window;Mystery,Thriller;8.5;533263;1000000.0;37042336.0;1954-08-01;en;31.012;nurse,isolation,photographer,suspicion of murder,girlfriend,salesman,neighbor,whodunit,convalescence,voyeurism,voyeur,missing wife,homebound,psychotic obsessions,suspicious behavior,flower bed,visiting nurse,suspenseful,the boy who cried wolf
tt0047437;Sabrina;Comedy,Drama,Romance;7.6;71762;2239000.0;10000000.0;1954-09-10;en;17.072;chauffeur,sibling relationship,champagne,playboy,love,teenage crush,millionaire,high society,manhattan, new york city,impossible love,family disapproval
tt0047478;Seven Samurai;Action,Drama;8.6;374092;2000000.0;2626918.0;1954-04-26;ja;49.326;epic,martial arts,japan,samurai,sword,peasant,village,looting,rice,fencing,moral ambiguity,battle,bandit,practice,jidaigeki,16th century
tt0047528;La Strada;Drama;8.0;67419;0.0;0.0;1954-09-23;it;14.19;prison,dying and death,rage and hate,unsociability,circus,authority,in love with enemy,wave,sadness,road trip,single,revenge
tt0047673;White Christmas;Comedy,Musical,Romance;7.6;51585;0.0;1109388.0;1954-10-14;en;28.41;sibling relationship,show business,musical,sister,matchmaking,post world war ii,song and dance,floor show,ski lodge,christmas,failing business,sister act,war buddies,retired general
tt0048280;Lady and the Tramp;Adventure,Animation,Comedy;7.3;151835;4000000.0;36359037.0;1955-06-22;en;76.58;love of one's life,spaghetti,female lover,villain,kiss,cartoon cat,cartoon dog,pets,romantic
tt0048424;The Night of the Hunter;Crime,Drama,Film-Noir;8.0;100551;795000.0;0.0;1955-08-26;en;20.834;prison,robbery,based on novel or book,psychopath,widow,boat,fanatic,count,money,film noir,murder,religion,theft,preacher,gothic,doll,hymn,children on the run,ex-con,expressionism,stashed cash,southern gothic,secret,bluebeard
tt0048545;Rebel Without a Cause;Drama;7.6;99363;1500000.0;4500000.0;1955-10-27;en;18.588;individual,underground world,street gang,unsociability,car race,parent child relationship,authority,rebel,coming of age,gay interest,based on short story,teen rebel,griffith observatory,teenager,gay subtext
tt0048728;To Catch a Thief;Mystery,Romance,Thriller;7.4;81721;2500000.0;8750000.0;1955-08-03;en;22.626;hotel,jealousy,villa,police,expensive restaurant,age difference,cat,jewelry,falsely accused,fireworks,masked ball,picnic,nice,roof,côte d'azur,southern france,blonde,french riviera,on the run,cat burglar,riviera,man on the run
